Disease ,Gender,Below Ten,Sym1,Sym2,Sym3,Sym4,Sym5,Sym6,Sym7,Sym8,Sym9,Sym10,Sym11,Sym12,Sym13,Sym14,Sym15
Melanocytic Tumors - Oral ,Male,common,Excessive salivation,Halitosis,Dysphagia,Bloody,Weight loss,Oral mass often friable,Loose teeth,Facial deformity,Regional lymphadenomegaly,Pain or discomfort,,,,,
Epiphora,Both,Below Five,Odor,Skin irritation,Dampness or wetness beneath the eyes,Skin infection,Reddish-brown staining,,,,,,,,,,
Heartworm Disease,Male,common,Persistent Coughing,Reluctance to exercise,Fatigue after moderate activity,Decreased appetite,Weight loss,Swollen belly,,,,,,,,,
Cerebellar Hypoplasia ,Both,Below Five,Symmetrical,head bobbing,limb Tremors,aggravated disappear during sleep,Cerebellar ataxia,wide-base stance,Dysmetria and disequilibrium,,,,,,,,
Urethral Prolapse ,Both,common,Bleeding of urination,persistent licking of the penis,Dysuria,doughnut-shaped mass protruding,Pale mucous membranes,self-induced Trauma from licking,Uroliths may be palpable,,,,,,,,
Irritable Bowel Syndrome,Both,common,Diarrhea,Constipation,Abdominal pain,Bloating,Vomiting,Nausea,,,,,,,,,
Renomegaly,Both,common,Lethargy,Vomiting,Diarrhea,Oral ulcers,Dehydration,Weight loss,Loss of Appetite,Discolored urine,Pale mucous membrane,Foul-smelling breath,Abdominal pain,Abdominal mass,Abnormally large abdomen,One or both kidneys palpably large,Excess urine
Colibacillosis ,Both,common,Neonates,Vomiting,Weakness,Lethargy,Diarrhea,cold skin,one or more animals affected in a litter,,,,,,,,
Carnitine Deficiency ,Both,Below Five,Weakness,Exercise intolerance,Lethargy,carnitine deficiency can be diverse,produce energy from fatty acids,muscle pain,,,,,,,,,
Electric Cord Injury,Both,common,Oral Ulcerations on the tongue,Singeing of the fur,Coughing,Abnormal rapid breathing,Open mouthed breathing,Blue tinged mucus membranes,Crackling sound when breathing,Excess salivation,Difficulty swallowing,Not wanting to lie down,,,,,
Salivary Mucocele,Both,common,Swelling of the neck,Swelling under the tongue,Difficult swallowing,Breathing difficulties,Secondary bacterial infections,Fever,Blood in saliva,,,,,,,,
Iris Atrophy,Both,Below Fifteen,Anisocoria,Dull appearance in the color of the eye,Change in shape of the pupil,Mild sensitivity to bright light,Holes in the iris,Fixed and dilated pupil,Iris thinning,,,,,,,,
Adenocarcinoma - Thyroid,Both,Below Five,movable mass in the neck,Difficulty breathing,Difficulty swallowing,Weight loss,change in bark,Increased thirst,Increased amount or frequency of urination,,,,,,,,
Flea Bite Hypersensitivity and Flea Control,Both,common,Itching,Scratching,Hair loss,Scabs on the dog skin,Lesions,Chewing,Licking,,,,,,,,
Cyclic Hematopoiesis ,Both,common,Weakness,Failure to thrive,Conjunctivitis,Gingivitis,Diarrhea,Pneumonia,Skin infections,Carpal Joint pain,,,,,,,
Sarcoptic Mange,Both,Below Five,Red and inflamed skin,open sores,hair loss,scabs and crusty skin,Biting at the skin,,,,,,,,,,
Vaginal Hyperplasia and Prolapse ,Both,common,Onset of proestrus or estrus,parturition,Licking of vulvar area,Failure to allow copulation,Dysuria,Previous occurrence,Protrusion of round,tongue-shaped or donut-shaped tissue mass,Vaginal examination ocate lumen and urethral orifice,Tissue may be dry or necrotic.,,,,,
Patellar Luxation,Both,common,limbing,Occasional skipping,Lameness,patella,patella can be manually displaced,extends the stifle joint,Patient intermittently carries,patella remains luxated most of the time,reluxation of the patella,patella is permanently luxated,shallow or missing femoral trochlea,crouching,bowlegged,Lameness,Pain
Idioventricular Rhythm,Both,common,Some animals Asymptomatic,Weakness,Lethargy,Exercise intolerance,Syncope,Heart failure,,,,,,,,,
Mycoplasmosis ,Both,Below Ten,Polyarthritis,Lameness,Reluctance to move,Joint pain,Fever,Malaise,Unilateral,Polyarthritis,diffuse limb edema,Joint swelling,pain,Blepharospasm,Chemosis,Conjunctival hyperemia,red eye
Sick Sinus Syndrome,Female,common,Lethargy,Weakness,Syncope,Collapse,Seizures,Sudden death,,,,,,,,,
Hyperadrenocorticism,Female,Below Fifteen,Excessive Panting,Thin or fragile skin,Hair loss,Recurrent skin infections,Enlargement of the abdomen,Increased thirst,Increased urination,Increased appetite,Reduced activity,,,,,,
Atrioventricular Block - Second Degree?Mobitz II,Both,common,Extreme sleepiness or tiredness,Disoriented,Eating less than normal,Weight loss,Diarrhea,Vomiting,Fainting,Collapse,,,,,,,
Epiphora,Both,common,Skin irritation,Skin infection,Dampness or wetness beneath the eyes,Reddish-brown staining,Odor,,,,,,,,,,
Peritoneopericardial Diaphragmatic Hernia,Both,common,Vomiting,Diarrhea,Weight loss,Abdominal pain,Coughing,Dyspnea,Muffled heart sounds,Displaced or attenuated apical cardiac impulse,cranial abdominal hernia,Cardiac tamponade,,,,,
Azotemia and Uremia,Both,common,Weight loss,Anorexia,Reduced activity,Depression,Fatigue,Weakness,Vomiting,Diarrhea,Halitosis,Constipation,Polyuria,Changes in urine volume,Poor haircoat,,
Carnitine Deficiency ,Both,common,carnitine deficiency can be diverse,produce energy from fatty acids,muscle pain,Weakness,Exercise intolerance,Lethargy,,,,,,,,,
Primary Ciliary Dyskinesia,Both,common,Sneezing,Nasal discharge,Coughing,Exercise intolerance,Dramatic initial response,Bilateral mucopurulent Nasal discharge,Productive Coughing,Tachypnea,dyspnea,Diffuse increase in lung sounds,Heart sounds can be inaudible,,,,
Coonhound Paralysis ,Both,common,Appear 7?14 days after contact with raccoon saliva,bite or scratch,receipt of a vaccination,gastrointestinal infection,Initial signs,stiff,stilted gait in all limbs,typically starting in the pelvic limbs,Rapid progression (2?4 days) to a flaccid,ower motor neuron tetraparesis to tetraplegia,loss or change of voice,water consumption,Urination,Blindness,
Arteriovenous Malformation of the Liver ,Both,common,Lethargy,Anorexia,Vomiting,Diarrhea,Weight loss,Polydipsia,dementia,Abdominal distention,uroliths causing obstructive uropathy,Poor body condition,Ascites,bruit auscultated,,,
Ivermectin and Other Macrocyclic Lactones Toxicosis,Both,Below Ten,Ataxia,Hypersalivation,Lethargy,Blindness,Tremors,Mydriasis,Bradycardia,,,,,,,,
Melanocytic Tumors - Oral ,Male,Below Five,Excessive salivation,Halitosis,Dysphagia,Bloody,Weight loss,Oral mass often friable,Loose teeth,Facial deformity,Regional lymphadenomegaly,Pain or discomfort,,,,,
Gastroenteritis-Eosinophilic,Both,Below Five,Vomiting,Diarrhea,Lack of appetite,Lethargy,Abdominal discomfort,Weight loss,,,,,,,,,
Hip Dysplasia,Both,common,Stiffness,Exercise intolerance,Difficulty rising,Difficulty climbing stairs,Abnormal gait,Limping on one or both hind limbs,Pain,,,,,,,,
Panting and Tachypnea,Both,Below Ten,Coughing,hyperadrenocorticism,intermittent,Brachycephalic syndrome may be observed,Stridor,Lower airway disease,Coughing,expiratory wheezes on auscultation,abdominal effort,crackles on auscultation,harsh or moist lung sounds,Cardiogenic pulmonary edema,heart murmur or arrhythmia,Tachycardia,gallop sound
Polycythemia,Female,common,Transient excitement or vigorous exercise,Lethargy,Anorexia,epistaxis,Seizures,hyperemia of mucous membranes,Vomiting,Diarrhea,low exercise tolerance,behavioral change,brick red or cyanotic mucous membranes,Sneezing,Bilateral epistaxis,Vision loss,Vomiting
Malignant Fibrous Histiocytoma ,Both,common,Anorexia,Weight loss,Lethargy,Firm,arising in subcutaneous tissue,underlying skeletal muscle,induce bone destruction and proliferation,dorsal thoracic and scapular area and pelvic region,,,,,,,
Hepatitis-Suppurative and Hepatic Abscess,Both,common,Appetite loss,Vomiting,Diarrhea,Dark urine,Weight loss,Lethargy,Increased urination,Increased thirst,Abdominal pain,Yellowish discoloration of the skin,Distended abdomen,Fever,Skin disorders,Mouth ulcers,Lesion in the nose
Metformin Toxicosis ,Both,Below Five,Vomiting,Lethargy,Depression,Anorexia,hypothermia,,,,,,,,,,
Ileus,Both,Below Five,Struggling to have a bowel,Reluctant to have a bowel movement,Constipation,Thin ribbon like stool,Absence of intestinal noise,Vomiting,Abdominal pain,Abdominal distention,Weight loss,Lack of appetite,Palpable lump,,,,
Panosteitis,Male,common,No associated Trauma,Lameness,varying intensity,usually involves the forelimbs initially,may affect the hind limbs,Lameness,may be non-weight-bearing,Depression,inappetence,Weight loss,Pain on deep palpation,distinguishing characteristic,pinching of nearby muscle,,may affect radius
Sinus Bradycardia,Female,common,Lethargy,Getting too exhausted during exercise,Slow breathing,Loss of muscle coordination,Seizures,Fainting,,,,,,,,,
ChondrosarComa - Larynx and Trachea ,Both,Below Ten,Voice change,breathing,Coughing,Exercise intolerance,Severe Respiratory distress,Cyanosis,Collapse,Dysphagia,,,,,,,
Mammary Gland Tumors ,Both,common,Caudal mammary glands,Discrete,well-circumscribed mass in systemically healthy patient,Inflammatory carcinoma,diffuse edematous,Warm,painful mammary chains,Inflammatory carcinoma,,,,,,,
Hyperphosphatemia,Both,common,Seizures,Decreased bone density,Excessive thirst,Muscle Tremors,Muscle wasting,Excessive urination,,,,,,,,,
Acute Respiratory distress Syndrome,Both,common,Severe Respiratory distress,Crackles heard bilaterally on auscultation,Fever,Cyanosis,Coughing,,,,,,,,,,
Snake Venom Toxicosis?Coral Snakes,Both,common,Excess salivation,Rapid breathing,Loss of control of bodily movements,Alteration of mental state,Difficulty swallowing,Changes in spinal reflexes Muscle twitches,Weakness,Shallow breathing,Loss of sensation in all limbs,Loss of vocal ability,,,,,
Peritoneopericardial Diaphragmatic Hernia,Both,common,Vomiting,Diarrhea,Weight loss,Abdominal pain,Coughing,Dyspnea,Muffled heart sounds,Displaced or attenuated apical cardiac impulse,cranial abdominal hernia,Cardiac tamponade,,,,,
Tyzzer Disease,Both,common,Abdominal pain,Anal Bleeding,Coma,Convulsions,Excessive urination or thirst,Fever,Jaundice,Lethargy,Loss of Appetite,Ruffled or coarse fur,Sudden death,Watery diarrhea,,,
ChondrosarComa - Larynx and Trachea ,Both,common,Voice change,breathing,Coughing,Exercise intolerance,Severe Respiratory distress,Cyanosis,Collapse,Dysphagia,,,,,,,
Cholecystitis and Choledochitis,Both,common,Choledochitis,vague signs,variable Icterus,Sudden onset,inappetence,Lethargy,Vomiting,Abdominal pain,fever,Chronic,shock due to endotoxemia,bacteremia,hypovolemia,Depression,
Urinary Tract Obstruction ,Both,common,Pollakiuria,Stranguria,Diminished to absent urine stream,Vocalizing,frequent trips to the litter box,Excessive or inappropriate,palpable distension of the urinary bladder,Abdominal distention,Uroliths are often palpable,Signs of severe uremia,Dehydration,Weakness,hypothermia,fever,
Ethylene Glycol Toxicosis,Both,common,Lethargy,Vomiting,Incoordination,Excessive urination,Excessive thirst,Hypothermia,Low body temperature,Seizures,Coma,,,,,,
Xylitol Toxicosis ,Both,Below Ten,exposure with sugar-free gums,Hypoglycemia,Vomiting,Lethargy,Weakness,ataxia,Collapse,Seizures,Vomiting,abdominal Bleeding,Hypoglycemia,,,,
Aspergillosis - Nasal ,Both,common,Unilateral,Increased nasal airflow,Depigmentation,planum,Facial pain,Ipsilateral mandibular lymphadenopathy,Sneezing,,,,,,,,
Brucellosis ,Female,Below Ten,Lethargy,Loss of libido,Lymph node,Back pain,Abortion,,,,,,,,,,
Canine Distemper ,Both,common,Fever,Clear Nasal discharge,Purulent Eye discharge,Lethargy,Anorexia,Coughing,Vomiting,Diarrhea,Pustular dermatitis,Inflammation of the brain and spinal cord,,,,,
Mushroom Toxicoses ,Both,common,Psychoactive species,dried product remains toxic,Psychoactive species,Psychoactive species,combined mushroom,Psychoactive species,Psychoactive species,,,,,,,,
Hypoalbuminemia,Both,Below Ten,Abdominal distention,Diarrhea,Vomiting,Difficulty breathing,Swollen limbs,Generalized swelling,,,,,,,,,
Adenocarcinoma - Lung,Both,Below Five,Difficulty breathing,Rapid breathing,Extreme tiredness,Weakness,Loss of Appetite,Weight loss,Vomiting,Bloody,Fever,Muscle pain and Weakness,,,,,
Intussusception,Both,common,Diarrhea,Vomiting,Decreased appetite,Bloody,Hunched back,Crying,,,,,,,,,
Hyperphosphatemia,Both,Below Ten,Muscle wasting,Excessive thirst,Excessive urination,Muscle Tremors,Seizures,Decreased bone density,,,,,,,,,
Schwannoma,Both,common,Difficulty walking,Drooping eye,Weakness,Pain,Swelling,Lack of muscle control,Atrophy,,,,,,,,
Cataracts ,Both,Below Five,White eye,Vision loss,Cataracts that have a rapid,bilateral onset,Polyuria,,,,,,,,,,
Pneumonia-Fungal,Both,common,Weight loss,OculoNasal discharge,Coughing,Tachypnea,Blepharospasm,Papules and cutaneous nodules,Lameness,Seizures,ataxia,behavior change if CNS affected,Emaciation,Harsh,loud breath sounds,Coughing on tracheal palpation,Dyspnea
Heat Stroke and Hyperthermia,Both,common,Drooling,Thick saliva,Bright red tongue and gums,Decreased urine output,Rapid heart rate,Irregular heart rate,Cardiopulmonary arrest,Breathing distress,Lethargy,Weakness,Change in mood,Muscle Tremors,Stiffness,Unstable gait,Dizziness
Fipronil Toxicosis,Both,common,Twitching,Nodding,Aggression,Sweating,Nausea,Lack of appetite,Vomiting,Headache,Abdominal pain,Dizziness,Agitation,Weakness,,,
Uterine Tumors ,Both,Below Five,discovered incidentally,vaginal discharge,pyometra,infertility,abdominal organ compression,,,,,,,,,,
Diabetes Insipidus,Both,common,Excessive urination,Excessive drinking,Weight loss,Failure to thrive,Incontinence?occasional,,,,,,,,,,
Cardiac Glycoside Plant Toxicosis ,Both,common,Cardiac arrhythmias,Collapse,Decreased heart rate,Depression,Diarrhea,Drooling,Hyperkalemia,Increased heart rate,Loss of Appetite,Lethargy,Nausea,,,,
Pulmonary Edema- Noncardiogenic,Both,common,Predisposing causes airway obstruction,electric cord bite,Seizures,head Trauma,near drowning,smoke exposure,adverse drug effects,Acute onset of dyspnea,Mild to severe dyspnea,Increased respiratory rate and effort,open-mouthed breathing,Postural adaptations to Respiratory distress,Unwillingness to lie down,cyanotic mucous membranes,noise breathing
Fiber-Responsive Large Bowel Diarrhea,Both,common,Hematochezia,Excess fecal mucus,Tenesmus,Abdominal pain,Vomiting,,,,,,,,,,
Irritable Bowel Syndrome,Both,Below Ten,Diarrhea,Constipation,Abdominal pain,Bloating,Vomiting,Nausea,,,,,,,,,
Ovulatory Failure,Female,Below Five,Difficulty getting pregnant,Hot flashes,Night sweats,Vaginal dryness,Dry eyes,Irritability or difficulty concentrating,Decreased sexual desire,,,,,,,,
Shoulder and Joint Ligament and Tendon Conditions,Both,Below Five,difficulty getting up,difficulty walking without a limp,avoid walking altogether,swelling,Depression,Lethargy,,,,,,,,,
Fear and Aggression,Both,common,Aggressive chewing,Biting,Cowering,Ears held back,Escape behaviors,Exaggerated yawning,Excessive Vocalizations,Holding head lower than back,Licking nose or face,Lip tension,Nipping,Pacing,Panting,Showing the whites of the eye,Tail tucked under
Traumatic Myocarditis,Both,Below Ten,Fast heartbeat,Slow heartbeat,Heart murmur,Irregular breathing,Rapid breathing,Coughing,Fainting,Weakness,Vomiting,Loss of Appetite,Weight loss,,,,
Bronchiectasis ,Both,common,Chronic,hemoptysis,Fever,Exercise intolerance,Tachypnea,Chronic,particularly with primary ciliary dyskinesia,Moist,harsh inspiratory crackles,loud expiratory lung sounds,Tracheal hypersensitivity,,,,
Myopathy - Noninflammatory - Hereditary Muscular Dystrophy ,Both,Below Five,Exercise intolerance,stilted gait,bunny-hopping pelvic limb gait,plantigrade stance,partial trismus,Muscle atrophy,hypertrophy of some muscles especially the tongue,kyphosis,Lordosis,Drooling,dysphagia,aspiration pneumonia,Vomiting,Stunting,Coughing
Uveodermatologic Syndrome ,Both,Below Five,precede dermatologic,Sudden onset Uveitis,Secondary changes include glauComa,Cataracts,Blindness,nose and lips and eyelids,Depigmented nasal planum,striking leukotrichia,Neurologic symptoms,,,,,,
Cervical Spondylomyelopathy,Both,common,Chronic,slowly progressive gait,Neck Pain,acute worsening,Neck Pain,illness,,,,,,,,,
Hypercapnia,Both,common,Dizziness,Irregular heartbeat,Rapid heart rate,High blood pressure,Altered level of consciousness,Complete loss of consciousness,Coma,Death,,,,,,,
Eclampsia,Both,common,Weakness,Difficulty walking,Poor mothering,Restlessness,Nervousness,Panting,Whining,Vomiting,Diarrhea,Ataxia,Stiff gait,Limb pain,Facial pruritis,Muscle Tremors,Tetany
Proptosis,Both,Below Ten,Subconjunctival or intraocular Hemorrhage,dilated pupil,Intraocular inflammation,Globe deviation or strabismus or rupture,Corneal Ulceration or desiccatio,Periocular bite wounds,Fractures of the bony orbit or skull,Systemic injuries,Trauma to the contralateral eye,,,,,,
Bilious Vomiting Syndrome ,Both,common,Frothy yellow vomit,Vomiting,Depression,Lethargy,Drooling,Licking his lips,Lack of appetite,Concentrated urine,,,,,,,
Gastric Dilation and Volvulus Syndrome,Both,Below Fifteen,Vomiting,Anxious behavior,Abdominal pain,Abdominal distention,Collapse,Lethargy,Drooling,,,,,,,,
Mesothelioma ,Male,common,Pleural effusion,dyspnea,tachypnea,Exercise intolerance,Coughing,Gagging,Cyanosis,Pericardial effusion,Lethargy,Anorexia,Weakness,Collapse,Respiratory distress,Weakness,Stomach pain
Hypercapnia,Both,common,Dizziness,Irregular heartbeat,Rapid heart rate,High blood pressure,Altered level of consciousness,Complete loss of consciousness,Coma,Death,,,,,,,
Pyoderma-Methicillin-Resistant,Both,common,Papules,Pustules,Crusts,Crusted Papules,Epidermal collarettes,Furunculosis,cellulitis if deep,Circular erythematous or hyperpigmented spots,Alopecia,moth-eaten hair coat,Hemorrhagic bullae,Scale,Lichenification,Abscess,crusty skin
Hypoparathyroidism,Female,common,Dry and rough skin,Coarse hair that breaks easily and can fall out,Fingernails that break easily,Tingling sensation,Twitching facial muscles,Muscle pains,Tiredness,,,,,,,,
Hypermagnesemia,Both,common,Nausea,Vomiting,Weakness,Lowered heart rate,Paralysis,Depression,Poor reflexes,Depression,Cardiac arrest,Coma,,,,,
Ivermectin and Other Macrocyclic Lactones Toxicosis,Both,common,Tremors,Mydriasis,Blindness,Bradycardia,Lethargy,Ataxia,Hypersalivation,,,,,,,,
Adenocarcinoma - Skin ,Female,common,Firm,raised,Lesions,Bleeding,Apocrine sweat gland,Sebaceous gland,,,,,,,,,
Puppy Strangles ,Both,common,Acutely Swollen face,Submandibular lymphadenopathy,Purulent otitis externa,Lesions,Affected skin is usually painful,Lethargy,Anorexia,Pyrexia and sterile suppurative arthritis,Sterile pyogranulomatous panniculitis over the trunk,preputial or perianal area,Lesions,,,,
Myoclonus ,Both,common,bout of gastrointestinal,Coughing,persists at rest and even during sleep or light anesthesia,consistent frequency in a given patient,distemper diagnosis,Chronic,Familial reflex myoclonus observed,limbs and neck and head,patient unable to rise without assistance,With spongy degeneration,,,,,
Ophthalmia Neonatorum ,Both,common,Swollen eyelids,Red eyes,outward bulge,lost vision,Collapse,corneal adhesions,uicerated cornea,perforated cornea,mucoid discharge from eyelids,,,,,,
Encephalitis Secondary to Parasitic Migration,Both,common,Depression,Staggering,Walking around in circles,Head tilting,Head pressing,Loss of muscle movement in the face,Dizziness,Weakness,,,,,,,
Peripheral Edema,Both,common,Allergic or other immunecardiac,hepatic,Trauma,Exposure to toxic,infectious agents such as ticks or other arachnids,Unexplained weight gain may be noted initially,Non-inflammatory Subcutaneous edema,Inflammatory edema,,,,,,,
Sexual Development Disorders,Both,common,Enlarged clitoris,Smaller or abnormally shaped penis,Penis in female dogs,Lack of normal sexual organs,Genital irritation,Infertility,,,,,,,,,
Joint Luxations,Both,Below Ten,Lameness,reluctance to walk or jump,pain when touching or moving the joint,swelling or Warmth of the joint,persistent licking at the joint,Decreased appetite,decreased activity,,,,,,,,
Melanocytic Tumors - Skin and Digit ,Both,common,Skin mass with variable growth rates,Solitary,Lameness,Lymph node,diffuse pulmonary metastasis,,,,,,,,,,
Q Fever,Both,common,Fever,Lethargy,Anorexia,Depression,Incoordination,Seizures,Miscarriage,,,,,,,,
Idioventricular Rhythm,Both,common,Weakness,Some animals Asymptomatic,Exercise intolerance,Syncope,Heart failure,Lethargy,,,,,,,,,
Coagulopathy of Liver Disease ,Both,common,Often minor or no Bleeding,Melena,hematemesis,Hematochezia,Hematuria,Prolonged Bleeding if provoked,venipuncture,cystocentesis,biopsy,surgical wounds,pontaneous bruising or hematomas,,,,
Microsporidiosis ,Both,Below Fifteen,Postpartum,Stunted growth,Ill-thrift,Depression,Weight loss,Nephritis progressing to renal failure,Neurologic abnormalities,Convulsions,viciousness,Biting,Vocalization,ataxia,circling,Hypermetria,White eye
Head Tilt,Both,common,Not being able to focus,Lack of coordination,Vomiting,Loss of Appetite,Circling or Leaning,Eyeball moving around,Nausea,,,,,,,,
Tapeworms,Both,Below Five,Weight loss,Lethargy,Distended abdomen,Vomiting,Diarrhea,Dull coat,Visual evidence of tapeworms,,,,,,,,
Inflammatory Bowel Disease,Both,common,Diarrhea,Weight loss,Fatigue,Depression,Vomiting,Gas,Abdominal pain,Rumbling and gurgling abdominal sounds,Bright red blood in stool,Distressed coat hair,,,,,
Mucopolysaccharidoses ,Both,common,Severe bone disease,hip subluxation,Corneal clouding,illness,Large tongue,Thickening of the heart valves,Excess urinary excretion of GAG,Metachromatic granules in blood leukocytes,locomotor difficulty is progressive,head or neck usually painful,,,,,
Cold Agglutinin Disease ,Both,common,Often a history of cold exposure,Cyanosis,Erythema,Skin Ulceration with secondary crusting,Dry,gangrenous necrosis of ear tipsor and tail tip and nose and feet,Affected areas may be painful,Anemia may or may not be an important feature,pallor,Weakness,Tachycardia,tachypnea,Icterus,pigmenturia,Abdominal pain
Pleural Effusion,Both,common,Dyspnea,Tachypnea,Orthopnea,Open-mouth breathing,Cyanosis,Exercise intolerance,Lethargy,Inappetence,Coughing,respirations often shallow and rapid,lung sounds ventrally,Preservation of breath sounds dorsally,Dullness ventrally on thoracic percussion,,
Anemia - Heinz Body,Both,Below Five,occasionally icteric mucous membranes,Dark-colored blood,Tachypnea,Tachycardia,Exposure to oxidant,Weakness,Lethargy,Anorexia,Reddish-brown urine,,,,,,
Aspergillosis - Systemic ,Both,Below Ten,fever,Lameness,swelling,Neurologic,fungal discospondylitis causing paraparesis,paraplegia,spinal pain,Seizures,hemiparesismental dullness,ataxia,vision impairment,circling,polyuria,Hematuria,Coughing
Lymphangiectasia ,Both,common,Diarrhea,Chronic,intermittent or continuous watery to semisolid consistency,Ascites,Subcutaneous edema,Pleural effusion,Weight loss,Flatulence,Vomiting,,,,,,
Episcleritis,Both,common,Red eye,Irritated eye,Inflammation in eye,Alteration in clarity of eye,Lesions,translucent inner eyelid,Pink eye,,,,,,,,
Mediastinitis,Both,common,Weakness,Dysphagia,Edema of head or neck and forelimbs,Polypnea,respiratory difficulty or obstructed breathing,Coughing,Fever,,,,,,,,
Hypocalcemia,Both,common,Muscle twitching and trembling,Uncoordinated or stiff gait,Panting,Face rubbing against objects,Vomiting,Lack of appetite,Fever,Weakness,,,,,,,
Coprophagia and Pica ,Both,Below Fifteen,Halitosis if coprophagia is the presenting problem,Dental Trauma,Weakness,Poor body condition,Neurologic signs if caused by neurologic disease,,,,,,,,,,
Brain Tumors ,Both,common,Seizures,Abnormal behavior,Vision loss,Food and Water Intake Changes,Neck or Head Pain,Restless,Unsteady,Nausea,,,,,,,
Myasthenia Gravis ,Both,common,Regurgitation,Vomiting,Voice change,Weakness,Collapse,Weakness,Sleep with eyes open,may look normal at rest,Drooling,repeated attempts at swallowing,Muscle atrophy,Dyspnea with aspiration pneumonia,Fatigue,behavioral changes,eye blinking
Canine Coronavirus Infections ,Both,common,Vary greatly,Rarely virulent isolates,most infections inapparent,occasionally fatal enteritis,Vomiting,,,,,,,,,,
Supraventricular Tachycardia,Both,Below Ten,Weakness,Lethargy,Panting,Coughing,Fainting,Collapse,,,,,,,,,
Synovial SarComa,Both,common,Limping,Swelling,Pain,Ulcerated sore in affected area,Fever,Loss of Appetite,Losing weight,Difficulty breathing,,,,,,,
Uterine Tumors ,Both,Below Five,discovered incidentally,vaginal discharge,pyometra,infertility,abdominal organ compression,,,,,,,,,,
Lumbosacral Stenosis and Cauda Equina Syndrome ,Both,common,Lumbosacral pain,reluctance to jump,Pain on pressure,induced during extension of hip joints,Lameness,Abnormal tail carriage,Weakness,results from dysfunction of caudal nerves,Self-inflicted lesions,,,,,,
Myasthenia Gravis ,Both,common,Regurgitation,Vomiting,Voice change,Weakness,Collapse,Weakness,Sleep with eyes open,may look normal at rest,Drooling,repeated attempts at swallowing,Muscle atrophy,Dyspnea with aspiration pneumonia,Fatigue,behavioral changes,eye blinking
Calcium Channel Blocker Toxicosis ,Both,common,Bradycardia,AV dissociation,Hypotension,Gastrointestinal,Vomiting,Diarrhea,ileus,Respiratory - pulmonary edema,Nervous,Weakness,,,,,
Hepatotoxins,Both,common,Vomiting,Diarrhea,Weakness,Coma in severe cases,Lesions-red or purple spots on the skin,Hemorrhage,yellowing of the skin or whites of the eyes,Dehydration,Increased urination and thirst,Stomach Bloating,Seizures,Sudden fainting,,,
Head Pressing,Both,Below Ten,head against stable objects,ExhiBiting reduced reflexes,Compulsive Pacing,excessive Pacing,Seizures,Strong changes in behavior,Visual problems,,,,,,,,
Leptospirosis,Male,common,Vary with age,immune status,virulence of infecting serovar,Primary reservoir host,may spread particular serovar via urine,may have no clinical signs or less severe disease,Incidental host,Peracute to Subacute Disease,Fever,Sore muscles,Stiffness,Shivering,Weakness,Anorexia,Depression
Pheochromocytoma,Both,common,Weakness,Anorexia,Vomiting,Weight loss,Panting,dyspnea,Diarrhea,Whining,Pacing,Ascites,edema,Shakes or shivers,Epistaxis,Adypsia,Lethargy
Coccidioidomycosis ,Both,common,Coughing,Fever,Anorexia,Weight loss,Lameness,Seizures,paraparesis,back and Neck Pain,Visual changes,,,,,,
Lupus Erythematosus - Cutaneous,Both,Below Five,Depigmentation,Ulcerations,Loss of normal cobblestone architecture of the nasal planum,Tissue loss and scarring can occur,Chronic,rarely severe Hemorrhage from arteriole damage,May also involve pinnae and periocular region,rarely feet and genitalia,,,,,,,
Ethanol Toxicosis,Both,common,Lethargy,Sedation,Depression,Ataxia,Vomiting,Diarrhea,Disorientation,Depression,Vocalization,Coma,Seizures,,,,
Hypoparathyroidism,Female,common,Twitching facial muscles,Muscle pains,Tingling sensation,Tiredness,Fingernails that break easily,Dry and rough skin,Coarse hair that breaks easily and can fall out,,,,,,,,
Coccidioidomycosis ,Both,common,Coughing,Fever,Anorexia,Weight loss,Lameness,Seizures,paraparesis,back and Neck Pain,Visual changes,,,,,,
Congenital and Developmental Renal Diseases ,Both,common,Chronic,Abdominal distension,edema,nephrotic syndrome,Abdominal distension,Abdominal pain,Unilateral,frequently Asymptomatic,,,,,,,
HemangiosarComa-Skin,Both,common,Collapse,Depression,Difficulty breathing,Lack of appetite,Lethargy,Lumps on or directly under the skin,Pale mucous membranes,Shock,Ulcerated sores on skin,Visible Bleeding,Vomiting,Weakness,,,
Alkalosis - Metabolic disease,Both,common,Administration of loop diuretics,accompanying potassium depletion,Muscle twitching,Dehydration in volume-depleted patients,Muscle twitching,,,,,,,,,,
Facial Nerve Paresis and Paralysis,Both,common,face can be affected,Inability to blink,a drooping ear,Drooling,food fall out of the mouth,,,,,,,,,,
Urolithiasis -  Struvite ,Female,Below Fifteen,Some dogs are Asymptomatic,number of uroliths,Pollakiuria,Dysuria and Hematuria,sometimes small or smooth uroliths are voided,Pollakiuria,sometimes small or smooth uroliths are voided,Nephroliths,Obstruction to urine outflow,Uroliths,Obstruction of the urethra,Obstruction,ascending urinary tract infection,Not eating,
Pericardial Effusion,Male,Below Ten,Lethargy,Anorexia,Weakness,Exercise intolerance,Abdominal distension,Respiratory distress occasionally Coughing,Syncope or collapse.,Vomiting,Jugular vein distension,Ascites,Muffled heart sounds,Weak arterial pulses,Pulsus paradoxus,Pallor,weak pulse
